CSAT Score,cleaned_remarks
1,customer support bad
5,nice
4,voice not clear
1,worst ever experience
5,achha tha
5,good
5,speaks much works late customer much patience yeah thankyou
5,nothing
5,thanks shopzilla team
5,nice
5,a1
5,mai jankari saubahut santosht ho
5,customer care service good
5,nice experience
5,improve return policy
5,ery good
5,amazing
4,need improvement good
5,thanks
1,thanks
5,thanks
5,good
5,thanks product delivery
3,competition superbuy please raise standards
5,customers spot
5,excellent
5,good team leader service
5,best
1,customer care not understand issues always told company rules months customer care support time solve issues careless facing
5,good
5,hii
5,thanks understand issu
1,nahi huaa resolve nahi huaa
5,thanks
5,good
5,good
1,bought tuf f17 shuts plug placed replacement not return per pathetic policy it闁肩儤甯 崺妞ゆ垼妫勬俊绌 week not received replacement product called customer service say visit near buy service centre even though e service guy came checked product sealed said getting product soon done job sent doa letter issues confirmed
5,really nice talking shopzilla assistant genuinely tried help
5,excellent
5,reduce delivery time maximum 3 days
5,good talking solve issues
2,difficult reach customer care
5,5 56e 15
5,thanks castomar care
5,thank
5,goos behavior executive satyai recommend shopzilla appoint employee like satyathanks
5,pl solve logistic issues asap
1,worst customer support
4,happening time either product ar missing wrong product delivered
5,provide option direct contact customer support service
5,nice
1,bad
5,not able use super coins always show not delivered pincode please solve make easy connect customer care services
5,good speak
5,bahut achcha bhav baat karne
5,not cancel orders without costomer permission
5,no
5,thanx
5,thank
5,one call salution thats would like see future
4,tq
5,cute seriously get number whts app
1,no support customer service
4,communication good not solved problem
5,nothing
5,excellence service
5,tqq
5,thanks sir
5,thank much
4,good
5,good experience
1,defective piece shopzilla committed fraud ordering product 10days refund policy showing 7days replacement policy stitching not working properly thread breaking continuously not able stitch clothes trying lots settings also not resolving shopzilla not helping way screenshot refund cancellation also invoice return policy not replacement policy
1,not issue consultant entire process messed trying fool people not issue consultant one fooling people
5,everything seems good
5,okk
4,thanks
5,exchange option every products
5,best person
5,good
5,good
5,thanku
5,u not apply delivery charges delivery charges refunded
4,thanks
4,good information
5,good
4,no thanks
5,nice
5,ok
4,good
5,good
4,brought tempered glass rs 750 inferior quality non usable
5,good
1,mudhe par gor nhi kare hai
5,want say q regular customer pls see matter serious mannerthank
2,not interested
5,satisfied ur customer supportive
5,im happy
5,beautiful voice man
4,good community
5,food
5,service good
5,happy thankyou much
5,thanks response
1,not happie
5,
5,good
1,serious issues response process
5,plz add call support feature app
5,communication customer service good
4,zhhsususdgdg
4,good
5,open packet policy phone try implement electronic scam cheating happens electronic items
5,nice customer executive
5,nothing
5,nice
5,nice
5,customer executive name great person great experience talking
5,baat
4,help get parcels refund pleaseand lady talk really good communication skills
5,aap se baat kr mera return aap apne send se kosis kr dijiye ga plzz
4,good
1,not getting correct response ua customer care executives
5,good
5,please products cross verify product order product delivered photo
5,please provide customer care number anyone share issue directly executive
5,nice
5,good person
5,good
4,happy
5,exilent
5,not happy injured throught ur product
5,make sure agent call voice could heard without echo
5,thx shopzilla
4,good
4,solving issue backend team must contact customer clarity
5,no comments
5,happy customer support executive
5,nyc
1,mickel ekka
5,good experience
5,good
5,imtyaz
5,thanks
5,helpful
4,delay grocery not acceptable
4,kk
5,
5,first thank shopzilla costumer service 3 5 minutes talking u slov issues u sir
5,got good support thanks
5,happy
5,satisfied customer support executive executive helpful able understand issue gave clear instructions resolving issue
5,good
5,really polite person good talk
5,osm
5,good
1,bad job
5,please per concern make new policy dilevery excutive
5,good
1,nice
1,
1,bohut bekar sarvice h frod h koi policy h
5,baar baar problem aayi ki glat product receive hua aapki side se koi response nhi bad service
5,good support
5,good
1,poor
1,yes
5,good
1,customer not cheat
3,please replace mobile
5,happy customer sport thank shopzilla
5,thanks mam
5,not happy
4,try resolve soon possible
5,good
1,unhappy customer service
5,good customer support executive useless company executives solve simple issue
5,thanks helping
1,plz help problem till not solved
2,customer executive ordered no 5 shoes exchange instead 2 5 size
5,good
5,good maan
5,good
5,valo
5,good
4,make invoice available app
5,excellent service executive shopzilla work return pilicy
5,thank u much
1,poor service
4,really happy fir consent agent
5,shopzilla best
5,good
5,tekyu aapka
5,good service
5,excellent
5,good
5,customer support service nice
4,yad
5,thanks lot helping within minute
4,please resolve issue
5,good executive
1,sounds problem
5,please open offline centers shopzilla
5,good
5,loved nothing say
5,good
5,5
5,nice
5,like cod please option cob please shopzilla
5,well
1,try register complain sellers denying warranty policy
5,good exicutive support
5,way talking sargam mam awesome
5,v good
1,wrong information given customer service
4,helpfull support
4,
5,5
5,thanks
1,not responding
5,good helpfull
5,nice
4,se pahunchayen cancel hone ki samasya ko
5,help customers reach sellers directly case wrong damaged product delivered
1,not good
5,thank sh
5,good
5,good
1,disappointed cut call middle conversation supposed send warranty one assist fire safety email hung phone
5,
5,good
5,kindly resolve issue early possible
5,good jon
5,good
5,thanks
5,gooddddd
5,thank
5,reduce time return refund
5,thanks shopzilla
5,good customer care executive
5,thank
5,substantial system noise consultant speaking may system issue time shopzilla consultant repeat several times
5,feedback customer care not shopzilla
3,not satisfied product need return
5,good
1,tnx
5,happy
5,thank much problem solved i闁肩儤甯 崺妞ゆ垼妫勬俊绌 happy thank shopzilla
5,good
5,good respond
5,coustomer care good problem not solve tym coustomer disappointed
1,not good service
1,worst app full frauds
5,nice talk
5,good
4,please pack right item secure delivery process
